Permit_ID,Permittee,Type,Issue_Date,Facility_Name,Current_Status,Bond_Status
H009000,B & S CONTRACTING INC,Other - Haulroad Only,06/29/1992,,Closed,Not Bonded
R066800,B & S CONTRACTING INC,Other,01/18/1981,,Closed,Not Bonded
U012683,B & S CONTRACTING INC,Coal Underground,06/24/1983,,Closed,Not Bonded
U305487,B & S CONTRACTING INC,Coal Underground,09/18/1987,,Closed,Not Bonded
P017782,"BECKERLE, LAWRENCE T",Prospect,10/08/1982,,Closed,Not Bonded
S008077,BIG BEAVER CREEK ASSOCIATION,Coal Surface Mine,05/13/1977,,Closed,Not Bonded
S014178,BIG BEAVER CREEK ASSOCIATION,Coal Surface Mine,06/21/1978,,Closed,Not Bonded
S001379,BLACK DIAMOND MINING COMPANY,Coal Surface Mine,03/10/1983,,Closed,Not Bonded
U068300,"BUCK GARDEN COAL COMPANY, INC.",Coal Underground,12/04/1982,,Closed,Not Bonded
Z008181,"CEDAR BEND COAL CO., INC.",Coal Surface Mine,02/28/1984,,Closed,Not Bonded
S006883,"CRADDOCK & SON COAL COMPANY, INC.",Coal Surface Mine,08/26/1983,,Closed,Not Bonded
U025500,E & K COAL COMPANY,Coal Underground,03/22/1978,,Closed,Not Bonded
S009882,"ELLEN SUE COALS, INC.",Coal Surface Mine,10/15/1982,,Closed,Not Bonded
U302686,"GRIZZLY MINING, INC.",Coal Underground,02/25/1986,,Closed,Not Bonded
P303187,HENRY TRIVETT,Prospect,07/07/1987,,Closed,Not Bonded
S020077,HERCULES CONSTRUCTION COMPANY,Coal Surface Mine,12/01/1977,,Closed,Not Bonded
S019876,"I.E.S., INC",Coal Surface Mine,09/23/1976,,Closed,Not Bonded
P002780,"INVESCO INTERNATIONAL CORPORATION OF ALABAMA, NO. 4",Prospect,06/16/1980,,Closed,Not Bonded
P018781,"INVESCO INTERNATIONAL CORPORATION OF ALABAMA, NO. 4",Prospect,12/28/1981,,Closed,Not Bonded
Q000185,J & B CONTRACTORS,Quarry,03/08/1985,,Closed,Not Bonded
P201688,"JACKSON COAL COMPANY, A CORPORATION",Prospect,09/19/1988,,Closed,Not Bonded
S011385,"JINKS MINING, INC.",Coal Surface Mine,11/12/1985,,Closed,Not Bonded
U008085,JO CARR RESOURCES INC,Coal Underground,12/13/1985,,Closed,Not Bonded
U305986,JO CARR RESOURCES INC,Coal Underground,07/21/1986,,Closed,Not Bonded
S300587,K & B COAL COMPANY,Coal Surface Mine,03/23/1987,,Closed,Not Bonded
S301086,K & B COAL COMPANY,Coal Surface Mine,02/02/1990,,Closed,Not Bonded
S306088,K & B COAL COMPANY,Coal Surface Mine,11/23/1988,,Closed,Not Bonded
U301586,"LLR, INC.",Coal Underground,06/03/1986,,Closed,Not Bonded
P007183,M & M DEVELOPMENT CO. INC.,Prospect,06/28/1983,,Closed,Not Bonded
U022600,"MINING DEVELOPMENT ENTERPRISES, INC.",Coal Underground,01/10/1978,,Closed,Not Bonded
P302186,MOUNTAIN VIEW MINING INC,Prospect,06/12/1986,,Closed,Not Bonded
P005778,N-50 CORPORATION,Prospect,12/04/1978,,Closed,Not Bonded
U013283,N. F. MINING CO.,Coal Underground,06/24/1983,,Closed,Not Bonded
S002481,NIAGARA COAL & COKE CO.,Coal Surface Mine,09/29/1981,,Closed,Not Bonded
U074900,NICHOLAS ENERGY CORP.,Coal Underground,01/18/1981,,Closed,Not Bonded
S009785,"OAK HILL EXCAVATING, INC.",Coal Surface Mine,09/26/1985,,Closed,Not Bonded
U305187,"P.B.T. COAL COMPANY, INCORPORATED",Coal Underground,09/21/1987,,Closed,Not Bonded
S003885,"PROSPERITY ENERGY, INC.",Coal Surface Mine,04/30/1985,,Closed,Not Bonded
S011485,"PROSPERITY ENERGY, INC.",Coal Surface Mine,11/26/1985,,Closed,Not Bonded
P304105,"RIDDLE, RODNEY",Prospect,12/05/2005,Griffin Branch Prospect,Closed,Not Bonded
U067300,"STOCKTON FUELS, INC.",Coal Underground,12/23/1980,,Closed,Not Bonded
U044100,WARREN MINING INC,Coal Underground,07/23/1979,,Closed,Not Bonded
S018078,"WYETT MINES, INC.",Coal Surface Mine,10/25/1978,,Closed,Not Bonded
P601286,"W.V. MATERIALS, INC.",Prospect,07/28/1986,,Closed,Not Bonded
S303187,B & S CONTRACTING INC,Coal Surface Mine,07/29/1987,,Closed,Not Bonded
U021800,"BETTY CAROL MINING, INC.",Coal Underground,12/15/1972,,Closed,Not Bonded
U016500,CALVERT DEVELOPMENT COMPANY,Coal Underground,09/30/1977,,Closed,Not Bonded
S011678,"CASCADE ASSOCIATES, LIMITED",Coal Surface Mine,05/29/1978,,Closed,Not Bonded
O005783,"CHAFE MINING CO., INC.",Other,04/14/1983,,Closed,Not Bonded
P006782,"CHAFE MINING CO., INC.",Prospect,04/21/1982,,Closed,Not Bonded
P006883,"CHAFE MINING CO., INC.",Prospect,06/22/1983,,Closed,Not Bonded
U055200,"CHAFE MINING CO., INC.",Coal Underground,04/01/1980,,Closed,Not Bonded
P303388,CHARLEY HAGER,Prospect,07/01/1988,,Closed,Not Bonded
D033300,COAL KING CORPORATION,Coal Underground,12/14/1977,,Closed,Not Bonded
U005900,COAL KING CORPORATION,Coal Underground,01/12/1977,,Closed,Not Bonded
U021600,COAL KING CORPORATION,Coal Underground,12/14/1977,,Closed,Not Bonded
S301790,"COAL VALLEY MINING, INC.",Coal Surface Mine,10/24/1990,,Closed,Not Bonded
U011700,CONCORD COAL CORPORATION,Coal Underground,07/05/1977,,Closed,Not Bonded
S001977,"DYNA COAL, INC.",Coal Surface Mine,01/13/1977,,Closed,Not Bonded
D049000,"E & A COAL CO., INC.",Coal Underground,09/17/1992,,Closed,Not Bonded
P003284,E. C. COAL SALES COMPANY,Prospect,03/12/1984,,Closed,Not Bonded
P303888,"E. J.& L. CO., INC.",Prospect,08/29/1988,,Closed,Not Bonded
D006182,"FAT CREEK COAL COMPANY, INC.",Coal Underground,06/07/1982,,Closed,Not Bonded
P302289,GEM MINING COMPANY INC,Prospect,05/22/1989,,Closed,Not Bonded
P302888,GEM MINING COMPANY INC,Prospect,06/02/1988,,Closed,Not Bonded
P302889,GEM MINING COMPANY INC,Prospect,07/20/1989,,Closed,Not Bonded
P005077,GREEN VALLEY MINING CORPORATION,Prospect,05/15/1977,,Closed,Not Bonded
U010200,GREEN VALLEY MINING CORPORATION,Coal Underground,06/06/1977,,Closed,Not Bonded
U017000,GREEN VALLEY MINING CORPORATION,Coal Underground,10/12/1977,,Closed,Not Bonded
D001881,"HALF WAY, INC.",Coal Underground,09/22/1981,,Closed,Not Bonded
P058400,HILLCREST INDUSTRIES INC,Other - Preparation Plant,07/11/1983,,Closed,Not Bonded
R000181,HILLCREST INDUSTRIES INC,Reprocessing,07/07/1983,,Closed,Not Bonded
P305488,KODIAK LAND COMPANY,Prospect,11/21/1988,,Closed,Not Bonded
P300290,LITTLE RIVER COAL CORPORATION,Prospect,01/08/1990,,Closed,Not Bonded
P006385,MCDANIEL MINING CO.,Prospect,05/01/1985,,Closed,Not Bonded
P014285,MCDANIEL MINING CO.,Prospect,09/20/1985,,Closed,Not Bonded
P300688,"NEWPORT TRADING CO., INC.",Prospect,02/18/1988,,Closed,Not Bonded
P305788,"NEWPORT TRADING CO., INC.",Prospect,12/19/1988,,Closed,Not Bonded
U014083,NO. 2 ATLAS COAL CORPORATION,Coal Underground,08/01/1983,,Closed,Not Bonded
S006081,"P P G AND A ENTERPRISES, INC.",Coal Surface Mine,01/18/1981,,Closed,Not Bonded
S002682,P.A.L. CORP,Coal Surface Mine,06/10/1982,,Closed,Not Bonded
R000981,SLAB FORK COAL CO,Reprocessing,12/14/1981,,Closed,Not Bonded
U001283,SLAB FORK COAL CO,Coal Underground,01/24/1983,,Closed,Not Bonded
U044500,SLAB FORK COAL CO,Coal Underground,07/24/1979,,Closed,Not Bonded
U045100,SLAB FORK COAL CO,Coal Underground,08/10/1979,,Closed,Not Bonded
O008783,"STAR INDUSTRIES, INC",Other,06/09/1983,,Closed,Not Bonded
O302786,STONEY COAL COMPANY,Other,03/05/1986,,Closed,Not Bonded
D007482,WREN COAL COMPANY,Coal Underground,07/02/1982,,Closed,Not Bonded
P075100,MOUNTAIN LAUREL RESOURCES COMPANY,Other - Preparation Plant,01/18/1981,,Closed,Not Bonded
R073400,MOUNTAIN LAUREL RESOURCES COMPANY,Other,07/08/1987,,Closed,Not Bonded
P501286,AMERICAN COAL AND COKE INC.,Prospect,05/29/1986,,Closed,Not Bonded
S009384,"J. B. & S. COAL COMPANY, INC.",Coal Surface Mine,11/29/1984,,Closed,Not Bonded
U506189,JACOB COAL COMPANY INC.,Coal Underground,05/23/1990,,Closed,Not Bonded
P501687,MAY BRANCH COAL CO,Prospect,06/17/1987,,Closed,Not Bonded
O502696,QUINTAIN DEVELOPMENT LIMITED LIABILITY COMPANY,Other,04/30/1997,BUSSEY BRANCH HAULROAD,Closed,Not Bonded
U042200,"BIG VALLEY COAL CO., INC.",Coal Underground,05/23/1979,,Closed,Not Bonded
S010877,"CAROLINA COAL & CONTRACTING, INC.",Coal Surface Mine,07/10/1977,,Closed,Not Bonded
U004984,"CINDY LYNN RESOURCES, INC.",Coal Underground,05/25/1984,,Closed,Not Bonded
U048900,DAN WEBSTER COAL COMPANY,Coal Underground,11/19/1979,,Closed,Not Bonded
O202486,"DELTA COAL SALES, INC",Other,12/17/1986,,Closed,Not Bonded
S200786,"DELTA MINING, INC.",Coal Surface Mine,02/03/1986,,Closed,Not Bonded
S015977,"DONEARLAN, INC.",Coal Surface Mine,09/29/1977,,Closed,Not Bonded
S201789,"E.F.A., INC",Coal Surface Mine,02/07/1990,,Closed,Not Bonded
P015085,"ELK RIVER FUELS, INCORPORATED",Prospect,10/08/1985,,Closed,Not Bonded
H050000,ELK RIVER SEWELL COAL COMPANY,Other - Haulroad Only,06/29/1992,,Closed,Not Bonded
H057700,ELK RIVER SEWELL COAL COMPANY,Other - Haulroad Only,06/29/1992,,Closed,Not Bonded
R203988,ELK RIVER SEWELL COAL COMPANY,Reprocessing,10/24/1988,,Closed,Not Bonded
U058600,ELK RIVER SEWELL COAL COMPANY,Coal Underground,01/04/1988,,Closed,Not Bonded
U069000,ELK RIVER SEWELL COAL COMPANY,Coal Underground,01/18/1981,,Closed,Not Bonded
U202386,ELK RIVER SEWELL COAL COMPANY,Coal Underground,09/08/1986,,Closed,Not Bonded
U202589,ELK RIVER SEWELL COAL COMPANY,Coal Underground,01/31/1991,,Closed,Not Bonded
U204788,ELK RIVER SEWELL COAL COMPANY,Coal Underground,02/14/1989,,Closed,Not Bonded
Z001181,ELK RIVER SEWELL COAL COMPANY,Coal Surface Mine,01/04/1981,,Closed,Not Bonded
Z007881,ELK RIVER SEWELL COAL COMPANY,Coal Surface Mine,01/18/1981,,Closed,Not Bonded
S017278,"ELLISON COAL COMPANY, INC.",Coal Surface Mine,01/04/1978,,Closed,Not Bonded
S015877,ENERGY PRODUCERS INC,Coal Surface Mine,09/27/1977,,Closed,Not Bonded
U066100,"GRIZZLY MINING, INC.",Coal Underground,01/04/1988,,Closed,Not Bonded
P011285,"HOPKINS, DAN",Prospect,08/01/1985,,Closed,Not Bonded
U014300,INTERNATIONAL COAL COMPANY,Coal Underground,08/08/1977,,Closed,Not Bonded
U102991,"JACK RUN COAL CORPORATION, INC.",Coal Underground,09/30/1991,,Closed,Not Bonded
P013483,"JAMES H. ADKINS & SONS, INC.",Prospect,11/07/1983,,Closed,Not Bonded
S005483,"JAMES H. ADKINS & SONS, INC.",Coal Surface Mine,07/20/1983,,Closed,Not Bonded
S002279,"JOSEPH UDDO AND ASSOCIATES, INCORPORATED",Coal Surface Mine,02/28/1979,,Closed,Not Bonded
P102391,K & B COAL COMPANY,Prospect,06/24/1991,,Closed,Not Bonded
S200692,K & B COAL COMPANY,Coal Surface Mine,06/25/1992,,Closed,Not Bonded
U056900,"LITTLE VALLEY MINING, INCORPORATED",Coal Underground,05/27/1980,,Closed,Not Bonded
U006300,"PHOENIX RESOURCES, INC.",Coal Underground,02/24/1988,,Closed,Not Bonded
U050800,"PIKE COUNTY COAL RECOVERY, INC.",Coal Underground,01/04/1980,,Closed,Not Bonded
U203288,"WEST LEATHERWOOD MINING, INCORPORATED",Coal Underground,01/31/1989,,Closed,Not Bonded
U064800,WINSOR PITTMAN COAL COMPANY,Coal Underground,03/20/1984,,Closed,Not Bonded
Z007081,WINSOR PITTMAN COAL COMPANY,Coal Surface Mine,11/03/1983,,Closed,Not Bonded
I072500,AMIGO SMOKELESS COAL COMPANY,Coal Surface Mine,07/08/1987,,Closed,Not Bonded
O016183,AMIGO SMOKELESS COAL COMPANY,Other,11/28/1983,,Closed,Not Bonded
R000682,"AQUA PROCESSING, INC.",Reprocessing,07/02/1982,,Closed,Not Bonded
S039970,CLIFTON MINING CORPORATION,Coal Surface Mine,09/28/1970,,Closed,Not Bonded
U305289,"GREEN MOUNTAIN ENERGY, INC.",Coal Underground,12/01/1989,,Closed,Not Bonded
U047800,"HUFF, INC",Coal Underground,02/10/1984,,Closed,Not Bonded
U074600,IBEX COAL COMPANY,Coal Underground,12/04/1987,,Closed,Not Bonded
U039400,"J & J MOTORS, INC.",Coal Underground,03/06/1979,,Closed,Not Bonded
P020085,JOSEPH COAL CORP.,Prospect,12/23/1985,,Closed,Not Bonded
S004578,M & H COAL CO.,Coal Surface Mine,03/28/1978,,Closed,Not Bonded
P004476,"OCEANA MINING COMPANY, INC.",Prospect,03/15/1976,,Closed,Not Bonded
U042400,SALAMANDER COAL COMPANY,Coal Underground,06/06/1979,,Closed,Not Bonded
U058700,"STONE HOUSE COAL, INC.",Coal Underground,11/17/1982,,Closed,Not Bonded
U071300,"STONE HOUSE COAL, INC.",Coal Underground,07/01/1980,,Closed,Not Bonded
U036100,TRACE BRANCH ASSOCIATION,Coal Underground,12/01/1978,,Closed,Not Bonded
S400789,"VARIABLE DEVELOPMENT, INC.",Coal Surface Mine,10/06/1989,,Closed,Not Bonded
E009200,"VERNON MINING, INC.",Coal Underground,08/02/1983,,Closed,Not Bonded
P500194,ALLEGHENY LAND COMPANY,Prospect,02/14/1994,,Completely Released,Released
P500394,ALLEGHENY LAND COMPANY,Prospect,03/16/1994,,Completely Released,Released
P500492,ALLEGHENY LAND COMPANY,Prospect,01/16/1992,,Completely Released,Released
P500695,ALLEGHENY LAND COMPANY,Prospect,03/06/1995,,Completely Released,Released
P500795,ALLEGHENY LAND COMPANY,Prospect,03/06/1995,,Completely Released,Released
P500891,ALLEGHENY LAND COMPANY,Prospect,02/07/1991,,Completely Released,Released
P501092,ALLEGHENY LAND COMPANY,Prospect,04/22/1992,,Completely Released,Released
P501694,ALLEGHENY LAND COMPANY,Prospect,08/08/1994,,Completely Released,Released
P501996,ALLEGHENY LAND COMPANY,Prospect,05/31/1996,,Completely Released,Released
P503491,ALLEGHENY LAND COMPANY,Prospect,07/26/1991,,Completely Released,Released
P503594,ALLEGHENY LAND COMPANY,Prospect,12/05/1994,,Completely Released,Released
P504591,ALLEGHENY LAND COMPANY,Prospect,09/19/1991,,Completely Released,Released
P504691,ALLEGHENY LAND COMPANY,Prospect,09/19/1991,,Completely Released,Released
P500998,ANKER ENERGY CORPORATION,Prospect,03/12/1998,FISH PROPERTY NO. 2,Completely Released,Released
P505297,ANKER ENERGY CORPORATION,Prospect,01/27/1998,FISH PROPERTY PROSPECT,Completely Released,Released
P300394,ARK LAND COMPANY,Prospect,04/21/1994,,Completely Released,Released
P300395,ARK LAND COMPANY,Prospect,03/23/1995,,Completely Released,Released
P300396,ARK LAND COMPANY,Prospect,02/29/1996,,Completely Released,Released
P300998,ARK LAND COMPANY,Prospect,04/03/1998,SAMPLES:KAYFORD MT. #6 BLOCK,Completely Released,Released
P500499,ARK LAND COMPANY,Prospect,02/08/1999,HOBET 21: ALMA HORIZON,Completely Released,Released
P500598,ARK LAND COMPANY,Prospect,02/27/1998,H21 AEP / JULIAN - HILL FORK,Completely Released,Released
P500700,ARK LAND COMPANY,Prospect,03/03/2000,HEWITT CREEK NO. 1,Completely Released,Released
P500904,ARK LAND COMPANY,Prospect,02/25/2004,BERRY BRANCH 2004,Completely Released,Released
P501301,ARK LAND COMPANY,Prospect,05/02/2001,H21: CAMP CREEK,Completely Released,Released
P501310,ARK LAND COMPANY,Prospect,06/22/2010,Spruce Laurel Prospect 2010,Completely Released,Released
P502001,ARK LAND COMPANY,Prospect,06/11/2001,H21 LITTLE HORSE CREEK PROSPEC,Completely Released,Released
P502102,ARK LAND COMPANY,Prospect,09/16/2002,HEWITT CREEK 2002,Completely Released,Released
P502300,ARK LAND COMPANY,Prospect,07/10/2000,ARK LAND,Completely Released,Released
P502499,ARK LAND COMPANY,Prospect,05/27/1999,HOBET 21: MULLINS BRANCH,Completely Released,Released
P502708,ARK LAND COMPANY,Prospect,05/05/2008,SPRUCE LAUREL,Completely Released,Released
P502709,ARK LAND COMPANY,Prospect,12/08/2009,Mountain Laurel Complex,Completely Released,Released
P502802,ARK LAND COMPANY,Prospect,01/07/2003,CAMP CREEK NO. 2 GAS,Completely Released,Released
P502999,ARK LAND COMPANY,Prospect,07/15/1999,H21: OGLEBAY NORTON-EASTER FOR,Completely Released,Released
P503101,ARK LAND COMPANY,Prospect,08/28/2001,OTTAWA ALMA 2,Completely Released,Released
P505398,ARK LAND COMPANY,Prospect,12/02/1998,HOBET 21: CHILTON HORIZON,Completely Released,Released
P505808,ARK LAND COMPANY,Prospect,09/19/2008,SPRUCE LAUREL,Completely Released,Released
U002500,ARMCO INC.,Coal Underground,10/15/1976,,Completely Released,Released
P504596,"ASSET MANAGEMENT GROUP, INC.",Prospect,10/16/1996,,Completely Released,Released
U005384,ATLANTA MINING COMPANY,Coal Underground,06/01/1984,,Completely Released,Released
U025000,BANNER COAL & LAND CO.,Coal Underground,02/27/1978,,Completely Released,Released
P500396,BATTLE RIDGE COMPANIES,Prospect,04/01/1996,,Completely Released,Released
P502193,BATTLE RIDGE COMPANIES,Prospect,07/12/1993,,Completely Released,Released
P505990,BATTLE RIDGE COMPANIES,Prospect,10/25/1990,,Completely Released,Released
P506390,BATTLE RIDGE COMPANIES,Prospect,11/27/1990,,Completely Released,Released
S009284,BATTLE RIDGE COMPANIES,Coal Surface Mine,11/20/1984,,Completely Released,Released
S013480,BATTLE RIDGE COMPANIES,Coal Surface Mine,12/22/1980,,Completely Released,Released
S601789,BATTLE RIDGE COMPANIES,Coal Surface Mine,10/20/1989,,Completely Released,Released
S602186,BATTLE RIDGE COMPANIES,Coal Surface Mine,09/29/1986,,Completely Released,Released
S002781,"BEDCOR, INC.",Coal Surface Mine,01/18/1981,,Completely Released,Released
S050100,BELMONT COAL COMPANY,Coal Surface Mine,06/27/1980,,Completely Released,Released
U008185,BENHAM GROUP LTD ET AL,Coal Underground,12/13/1985,,Completely Released,Released
F000858,BETHENERGY MINES INC.,Reprocessing,10/12/1973,,Completely Released,Released
P503394,BETHENERGY MINES INC.,Prospect,11/30/1994,,Completely Released,Released
S004083,BETHENERGY MINES INC.,Coal Surface Mine,06/02/1983,,Completely Released,Released
O007783,BETHLEHEM MINES CORPORATION,Other,05/17/1983,,Completely Released,Released
O008083,BETHLEHEM MINES CORPORATION,Other,06/02/1983,,Completely Released,Released
S001970,BETHLEHEM MINES CORPORATION,Coal Surface Mine,01/07/1970,,Completely Released,Released
P002369,"BIG MOUNTAIN COALS, INC.",Prospect,07/07/1969,,Completely Released,Released
R000700,"BIG MOUNTAIN COALS, INC.",Other,05/18/1972,,Completely Released,Released
S002373,"BIG MOUNTAIN COALS, INC.",Coal Surface Mine,02/14/1973,,Completely Released,Released
S021872,"BIG MOUNTAIN COALS, INC.",Coal Surface Mine,11/13/1972,,Completely Released,Released
P500193,"BIRCHFIELD MINING, INC.",Prospect,01/19/1993,,Completely Released,Released
P505392,"BIRCHFIELD MINING, INC.",Prospect,10/20/1992,,Completely Released,Released
Q501787,"BIRCHFIELD MINING, INC.",Quarry,10/06/1987,,Completely Released,Released
P500118,"BLACK CASTLE MINING COMPANY, LLC",Prospect,09/13/2018,2018 BC Prospect,Completely Released,Released
P301793,BLACK KING MINE DEVELOPMENT CO.,Prospect,08/12/1993,,Completely Released,Released
P500101,BLACK KING MINE DEVELOPMENT CO.,Prospect,03/15/2001,SENG CREEK PROSPECT,Completely Released,Released
P500493,BLACK KING MINE DEVELOPMENT CO.,Prospect,01/19/1993,,Completely Released,Released
P504792,BLACK KING MINE DEVELOPMENT CO.,Prospect,10/26/1992,,Completely Released,Released
P505592,BLACK KING MINE DEVELOPMENT CO.,Prospect,10/29/1992,,Completely Released,Released
P501898,"BOONE COUNTY AIR, LLC",Prospect,04/24/1998,PROSPECT 1,Completely Released,Released
L028700,BOONE COUNTY COMMISSION,Other,05/26/1977,,Completely Released,Released
P501190,BRADFORD COAL COMPANY,Prospect,03/06/1990,,Completely Released,Released
S015576,BRADFORD COAL COMPANY,Coal Surface Mine,07/14/1976,,Completely Released,Released
S503295,BUFFALO MINING COMPANY,Coal Surface Mine,05/28/1998,TONEY FORK SURFACE #1,Completely Released,Released
S501690,BURCO RESOURCES CORPORATION,Coal Surface Mine,12/14/1990,,Completely Released,Released
O014183,"CANNELTON INDUSTRIES, INC.",Other,10/27/1983,,Completely Released,Released
P005280,"CANNELTON INDUSTRIES, INC.",Prospect,12/05/1980,,Completely Released,Released
P500293,"CANNELTON INDUSTRIES, INC.",Prospect,06/04/1993,,Completely Released,Released
P503791,"CANNELTON INDUSTRIES, INC.",Prospect,07/27/1991,,Completely Released,Released
S011578,"CANNELTON INDUSTRIES, INC.",Coal Surface Mine,05/29/1978,,Completely Released,Released
S025676,"CANNELTON INDUSTRIES, INC.",Coal Surface Mine,11/19/1976,,Completely Released,Released
U502890,"CANNELTON INDUSTRIES, INC.",Coal Underground,02/23/1991,,Completely Released,Released
U601686,"CANNELTON INDUSTRIES, INC.",Coal Underground,05/06/1986,,Completely Released,Released
S023274,CARBON FUEL COMPANY,Coal Surface Mine,11/20/1974,,Completely Released,Released
O302590,CATENARY COAL COMPANY,Other,07/05/1991,CABIN CREEK HAULROAD,Completely Released,Released
P303398,CATENARY COAL COMPANY,Prospect,02/09/1999,FOURMILE BR PROSPECT PERMIT,Completely Released,Released
H033100,CEDAR COAL CO.,Other - Haulroad Only,11/23/1977,,Completely Released,Released
S005976,CEDAR COAL CO.,Coal Surface Mine,03/04/1976,,Completely Released,Released
S006177,CEDAR COAL CO.,Coal Surface Mine,04/20/1977,,Completely Released,Released
S020176,CEDAR COAL CO.,Coal Surface Mine,09/23/1976,,Completely Released,Released
S028100,CEDAR COAL CO.,Coal Surface Mine,05/05/1977,,Completely Released,Released
U022900,CEDAR COAL CO.,Coal Underground,01/23/1978,,Completely Released,Released
U035400,CEDAR COAL CO.,Coal Underground,11/17/1978,,Completely Released,Released
P504005,"COAL RIVER ENERGY, L.L.C.",Prospect,08/25/2005,FORK CREEK #1,Completely Released,Released
P505705,"COAL RIVER ENERGY, L.L.C.",Prospect,10/07/2005,FORK CREEK #2,Completely Released,Released
P500311,"COAL RIVER MINING, L.L.C.",Prospect,02/28/2011,2011 Locust Fork Prospect,Completely Released,Released
P500609,"COAL RIVER MINING, L.L.C.",Prospect,06/23/2009,Mine No. 9,Completely Released,Released
P503010,"COAL RIVER MINING, L.L.C.",Prospect,11/01/2010,Hog Trough Surface Mine,Completely Released,Released
P505608,"COAL RIVER MINING, L.L.C.",Prospect,09/29/2008,Mine No. 7,Completely Released,Released
P507308,"COAL RIVER MINING, L.L.C.",Prospect,02/13/2009,Mine No. 9,Completely Released,Released
U502298,"COAL RIVER MINING, L.L.C.",Coal Underground,02/23/1999,FORK CREEK MINE NO. 1,Completely Released,Released
U503991,"COAL RIVER MINING, L.L.C.",Coal Underground,11/30/1992,HAMPTON NO. 46 DEEP MINE,Completely Released,Released
P501994,COLONY BAY COAL COMPANY,Prospect,04/11/1995,,Completely Released,Released
P502094,COLONY BAY COAL COMPANY,Prospect,03/24/1995,,Completely Released,Released
P503606,COLONY BAY COAL COMPANY,Prospect,08/17/2006,COLONY BAY RESERVE AREA,Completely Released,Released
P504006,COLONY BAY COAL COMPANY,Prospect,09/14/2006,COLONY BAY RESERVE AREA,Completely Released,Released
P504908,COLONY BAY COAL COMPANY,Prospect,08/07/2008,COALBURG RESERVE AREA,Completely Released,Released
